noise_level,mlp_acc,mlp_precision,mlp_recall,mlp_f1,rgcn_acc,rgcn_precision,rgcn_recall,rgcn_f1
0.038636363636363635,0.6853044182062149,0.681236412908584,0.6657451923076922,0.67324378279381,0.6863583138173303,0.6850372528468608,0.6634615384615383,0.6727362146346568
0.040151515151515146,0.6850702285766601,0.6815934355178984,0.6638221153846154,0.6724065815159128,0.6858899297423887,0.6849807444038345,0.6616586538461539,0.6718249639983085
0.041666666666666664,0.6851873248815536,0.6812273084069742,0.6653846153846154,0.673009697859001,0.6846604215456675,0.6809227733893417,0.666826923076923,0.6727967745769632
0.04318181818181818,0.6846018433570862,0.6803547578942317,0.6653846153846154,0.6725936263007448,0.6864754098360655,0.6829737730895471,0.6681490384615384,0.6744836999314903
0.04469696969696969,0.683547979593277,0.6790231632168033,0.6647836538461538,0.6716439369884941,0.6867096018735364,0.6814144738981722,0.6728365384615385,0.6762858881697097
0.04621212121212122,0.6834308832883835,0.6780707822644223,0.6669471153846154,0.6722965776834539,0.6872950819672131,0.6821487841880736,0.6729567307692308,0.6767263131479793
0.047727272727272736,0.6836650758981705,0.6779752873762074,0.6681490384615384,0.6728405977352925,0.6866510538641687,0.6832960460223255,0.6668269230769232,0.6742686962084823
0.04924242424242424,0.6822013765573501,0.6758950218210124,0.6680288461538462,0.6717777958029252,0.6859484777517564,0.6809507308736124,0.6716346153846154,0.6751744933099316
0.05075757575757576,0.6819671839475632,0.6761923826687001,0.6663461538461537,0.6710680037587682,0.6853629976580796,0.6794965242061357,0.6737980769230769,0.6754099170186111
0.05227272727272728,0.6819671839475632,0.6759707500494809,0.6669471153846154,0.6712780689927444,0.6843091334894613,0.6775037705829472,0.6754807692307693,0.6751670276529291
0.05378787878787879,0.6811475127935409,0.6755834520429435,0.6647836538461538,0.6700047326612907,0.6835480093676815,0.6748247072220657,0.6793269230769231,0.6758799594010366
0.0553030303030303,0.681557348370552,0.6759498542725271,0.6653846153846155,0.6704917962870404,0.6850117096018735,0.6775843391872257,0.6776442307692309,0.6763234083682791
0.05681818181818181,0.6812060624361038,0.6764138927992199,0.6627403846153845,0.6693664846031794,0.684543325526932,0.6768493344415258,0.6775240384615385,0.6759379671202533
0.05833333333333335,0.6818500906229019,0.6775280594329133,0.6623798076923076,0.6696949583946393,0.6847189695550351,0.6779460299776817,0.6752403846153847,0.675348886287993
0.05984848484848485,0.681381705403328,0.677592793618165,0.6604567307692308,0.6687287415203091,0.684718969555035,0.6770903041824969,0.6777644230769231,0.6761887402264385
0.06136363636363636,0.681791540980339,0.6778369520449452,0.6614182692307693,0.6693235710787626,0.6840163934426229,0.6770559070062406,0.6751201923076924,0.6749065986272839
0.06287878787878787,0.6822599232196808,0.6788433639131876,0.6605769230769232,0.6693672389380135,0.6838407494145199,0.6751358048406171,0.6799278846153847,0.6764086973093703
0.06439393939393939,0.6798594564199447,0.6763120824519478,0.658173076923077,0.6669006311121825,0.6844847775175643,0.673712178902717,0.6877403846153846,0.6792976922048817
0.06590909090909089,0.6798594564199447,0.6767479526763263,0.6569711538461539,0.666481005937087,0.6836651053864169,0.6715685121743676,0.690625,0.6796685821097493
0.06742424242424241,0.6785128533840179,0.6757187906107591,0.6545673076923076,0.6647553130685454,0.682728337236534,0.6706586693290408,0.6894230769230769,0.6786069852199315
0.06893939393939394,0.6792154282331466,0.6764214384576431,0.6554086538461539,0.6655299090695797,0.682728337236534,0.6693896849194207,0.6936298076923076,0.679887339845885
0.07045454545454545,0.6796252638101578,0.6758652419672673,0.658653846153846,0.6669205362424344,0.6833723653395785,0.669713333999753,0.6953125000000001,0.680880071101486
0.07196969696969698,0.6800936460494995,0.6767179069769331,0.6580528846153845,0.6670479490136911,0.6836065573770491,0.6716984758825929,0.6907451923076924,0.67942201044046
0.0734848484848485,0.6791568785905838,0.6753710697345735,0.6581730769230768,0.6664437211735863,0.6826112412177986,0.6703578401535281,0.690625,0.6786866278352026
0.075,0.6777517259120941,0.6734078863581199,0.6582932692307691,0.6655279790333313,0.6825526932084309,0.6693358275749118,0.69375,0.6795774186420069
0.07651515151515151,0.6774589866399765,0.6736172665926258,0.6564903846153846,0.6647175196412272,0.6821428571428572,0.6676595669255911,0.6978365384615385,0.6804583605722246
0.07803030303030303,0.6765807688236236,0.673708346803932,0.652764423076923,0.6628540792296015,0.6820257611241217,0.66781592652344,0.6969951923076924,0.6800562626701268
0.07954545454545454,0.6763465762138366,0.6735417753209698,0.6522836538461539,0.6625281095283679,0.6817330210772834,0.6693643867221496,0.6905048076923077,0.677900310352528
0.08106060606060607,0.6762294799089432,0.6739069143945253,0.6509615384615384,0.6619878657904954,0.6807962529274004,0.6684204291326225,0.6899038461538464,0.6771036252134767
0.0825757575757576,0.6749999731779098,0.6725070888352709,0.65,0.6608136094911152,0.6809718969555035,0.6698069085861624,0.6865384615384615,0.676190802379073
0.08409090909090908,0.6739461094141006,0.6718958624935544,0.6473557692307692,0.6591266466966074,0.679215456674473,0.6689233278811532,0.6818509615384617,0.6734044139271438
0.0856060606060606,0.673477727174759,0.6725047842231658,0.6441105769230768,0.6576448447049852,0.6782786885245903,0.6683787805693335,0.6796875,0.67193393476058
0.08712121212121213,0.6727166026830673,0.6708378982949721,0.6459134615384615,0.6577424969396795,0.6776346604215457,0.666312664866854,0.6824519230769232,0.6724357436064196
0.08863636363636364,0.6719554781913757,0.6696861069896974,0.6459134615384615,0.657206846274376,0.6764051522248244,0.6646385753792721,0.6822115384615384,0.6714969330134943
0.09015151515151516,0.6718383818864823,0.6692787064678658,0.6465144230769231,0.657329853489076,0.6781030444964872,0.6665056660266304,0.6834134615384614,0.6730440568001049
0.09166666666666665,0.6721311211585999,0.6694362286859489,0.6472355769230769,0.6577577688704722,0.677576112412178,0.664876862017876,0.6866586538461538,0.673664597455987
0.09318181818181817,0.6704332292079925,0.666538618039947,0.6490384615384616,0.6572085162921126,0.6766978922716629,0.6636370500479757,0.6874999999999999,0.673346203834648
0.0946969696969697,0.6706088721752167,0.6671091151874611,0.6480769230769231,0.6569817323233931,0.6765807962529273,0.6649779434120009,0.682091346153846,0.6716564522435724
0.09621212121212121,0.6689109802246094,0.6645693439621229,0.6487980769230769,0.6561046090639506,0.6755854800936767,0.664531247197544,0.6792067307692307,0.6700373323734021
0.09772727272727273,0.6685596913099289,0.6649431542584673,0.6463942307692307,0.6549797275710112,0.6742974238875877,0.6635198136003584,0.6766826923076923,0.6682169056264792
0.09924242424242424,0.6676229238510132,0.6637538296410399,0.6460336538461537,0.6542128091925126,0.6730093676814989,0.6632784220839675,0.6717548076923077,0.6658199056636873
0.10075757575757574,0.6662763178348541,0.6628436946998971,0.6431490384615384,0.6523189646910541,0.6727751756440281,0.6630839916111146,0.6713942307692308,0.6655450755986474
0.10227272727272727,0.666334867477417,0.6625397731312697,0.6442307692307692,0.6527071410414461,0.6723653395784543,0.6611192620573214,0.6751201923076923,0.6666082744752211
0.1037878787878788,0.6672716349363327,0.6641698097613062,0.643389423076923,0.6530674768007632,0.6724824355971897,0.6621752552444622,0.6727163461538461,0.6658903107199509
0.1053030303030303,0.6681498557329177,0.6651437600593184,0.6439903846153847,0.6538587750678341,0.670374707259953,0.6606238460768541,0.6689903846153846,0.6633625121688724
0.10681818181818181,0.6680327594280243,0.6644281492952175,0.645673076923077,0.6543516311294106,0.6698477751756441,0.660781963181668,0.6659855769230769,0.6621707492629402
0.10833333333333332,0.6672716349363327,0.6628780436132581,0.6471153846153846,0.6543523796727453,0.668559718969555,0.6572381174691476,0.6727163461538461,0.6636362713411538
0.10984848484848482,0.6669203490018845,0.6627369265603764,0.646033653846154,0.653724659552223,0.6683255269320844,0.6575324744149793,0.6710336538461539,0.6628747117337566
0.11136363636363637,0.6663934171199799,0.660901759986994,0.6490384615384617,0.6543710135061271,0.667447306791569,0.6574528020397,0.6671875,0.6610533113142454
0.11287878787878788,0.6668032526969909,0.6613517995174933,0.6493990384615385,0.6547752442970148,0.6663934426229509,0.6557447751232326,0.6679086538461538,0.6605608250534271
0.11439393939393941,0.6675058275461196,0.6610087329469574,0.6536057692307693,0.656749106582682,0.6677400468384075,0.6559326128403763,0.6731971153846155,0.6632511327439898
0.11590909090909092,0.6666276067495346,0.6589270975218012,0.6556490384615385,0.6568962481009575,0.6679742388758781,0.6545001849116977,0.6777644230769231,0.6650308581003602
0.1174242424242424,0.6663934141397476,0.6596037678434166,0.6525240384615385,0.6556281340327523,0.6664519906323184,0.6520070155127906,0.6802884615384616,0.664834495310844
0.11893939393939394,0.6662177711725235,0.6601964531366658,0.650360576923077,0.6547062597775448,0.6661592505854801,0.6533985606981646,0.6756009615384615,0.6628776587174428
0.12045454545454545,0.6660421282052994,0.6608032920177239,0.6481971153846156,0.6538168373010879,0.6641100702576112,0.6504254347183323,0.6769230769230768,0.6618610513627573
0.12196969696969695,0.6642271399497985,0.6593532832164566,0.6450721153846154,0.6515499511977423,0.6644613583138173,0.6521986773952971,0.6725961538461538,0.6607651200248247
0.12348484848484846,0.6659250319004059,0.661643916423343,0.6448317307692308,0.6526173959477736,0.6632318501170961,0.6509262279300766,0.6723557692307692,0.6599200956425535
0.125,0.6660421282052994,0.6613988183841274,0.646033653846154,0.6531263217229067,0.6622950819672132,0.6503010010212151,0.6703125,0.6585754654415114
0.1265151515151515,0.6670959919691086,0.6628478198331287,0.6457932692307693,0.6537342865219175,0.6628220140515222,0.6496257517469504,0.6754807692307692,0.6605682625603589
0.12803030303030305,0.6671545416116714,0.6627033007465183,0.6463942307692307,0.6540043472574348,0.6641100702576114,0.6506371853441358,0.6780048076923076,0.6623886893072818
0.12954545454545457,0.6667447060346603,0.6622254417411167,0.6461538461538462,0.6536456551353228,0.6636416861826697,0.6501954114781914,0.6774038461538461,0.6618682544601291
0.13106060606060607,0.6676814764738083,0.6630516755617009,0.6475961538461539,0.6547852227872346,0.6632903981264637,0.649600821718816,0.6778846153846153,0.6617861443968245
0.13257575757575757,0.6659250348806381,0.6617431100302251,0.6442307692307693,0.6524383234634674,0.6644028103044497,0.6509476173520532,0.6783653846153845,0.6627045353689813
0.1340909090909091,0.6633489251136779,0.6580337083208235,0.6451923076923077,0.6510497768242316,0.6630562060889928,0.6485122545497178,0.6800480769230768,0.6623598957459749
0.1356060606060606,0.662646347284317,0.6573228078468899,0.6444711538461539,0.650333786370771,0.6643442622950819,0.6507345760630635,0.6781249999999999,0.6625446103958895
